Texas Education Agency

Total Enrollment Counts in Student Program and Special Populations Reports

PEIMS Data 2022-2023

"SCOPE","AGGREGATION LEVEL","YEAR","CAMPUS NUMBER","CAMPUS NAME","GRADE GROUP","DISTRICT NUMBER","DISTRICT NAME","REGION","COUNTY NUMBER","COUNTY NAME","ALL ENROLLMENT","AT RISK","BILINGUAL","DYSLEXIC","ECONOMICALLY DISADVANTAGED","EMERGENT BILINGUAL/ENGLISH LEARNER","ESL","FOSTER CARE","GIFTED & TALENTED","HOMELESS","MILITARY CONNECTED","SECTION 504","SPECIAL EDUCATION","TITLE I"
"STATE","CAMPUS","2022-2023",010902101,"ALKEK EL","ELEMENTARY",010902,"BANDERA ISD",20,010,"BANDERA COUNTY",630,308,0,32,386,45,43,-999,18,-999,80,46,106,630
"STATE","CAMPUS","2022-2023",043910196,"ALLAN K & CAROLYN H BIRD EDUCATION CENTER","ELEMENTARY",043910,"PLANO ISD",10,043,"COLLIN COUNTY",58,23,0,-999,-999,18,18,0,-999,0,0,-999,-999,0
"STATE","CAMPUS","2022-2023",108909130,"ALLEN & WILLIAM ARNOLD EL","ELEMENTARY",108909,"PHARR-SAN JUAN-ALAMO ISD",01,108,"HIDALGO COUNTY",586,478,182,19,487,195,-999,0,24,0,-999,26,79,586
"STATE","CAMPUS","2022-2023",015915106,"ALLEN EL","ELEMENTARY",015915,"NORTHSIDE ISD",20,015,"BEXAR COUNTY",493,375,177,-999,460,163,0,-999,28,-999,-999,29,84,493
"STATE","CAMPUS","2022-2023",043905129,"ALLEN EL","ELEMENTARY",043905,"FRISCO ISD",10,043,"COLLIN COUNTY",808,97,0,23,110,84,20,0,50,0,0,32,80,0
"STATE","CAMPUS","2022-2023",178904101,"ALLEN EL","ELEMENTARY",178904,"CORPUS CHRISTI ISD",02,178,"NUECES COUNTY",219,173,24,13,208,51,0,0,0,16,-999,-999,40,219
"STATE","CAMPUS","2022-2023",043901001,"ALLEN H S","HIGH SCHOOL",043901,"ALLEN ISD",10,043,"COLLIN COUNTY",5317,975,0,440,490,264,227,-999,838,-999,350,829,495,-999
"STATE","CAMPUS","2022-2023",220902105,"ALLIENE MULLENDORE EL","ELEMENTARY",220902,"BIRDVILLE ISD",11,220,"TARRANT COUNTY",373,267,0,25,261,72,71,0,19,-999,-999,22,65,371
"STATE","CAMPUS","2022-2023",227901101,"ALLISON EL","ELEMENTARY",227901,"AUSTIN ISD",13,227,"TRAVIS COUNTY",403,231,162,21,366,178,16,0,22,-999,-999,11,76,403
"STATE","CAMPUS","2022-2023",094902002,"ALLISON L STEELE E L C","HIGH SCHOOL",094902,"SCHERTZ-CIBOLO-U CITY ISD",20,094,"GUADALUPE COUNTY",121,111,0,-999,66,-999,-999,0,0,-999,23,21,12,0
"STATE","CAMPUS","2022-2023",028902106,"ALMA BREWER STRAWN EL","ELEMENTARY",028902,"LOCKHART ISD",13,028,"CALDWELL COUNTY",523,465,297,11,384,347,22,0,11,-999,0,-999,65,523
"STATE","CAMPUS","2022-2023",220908208,"ALMA MARTINEZ INT","MIDDLE SCHOOL",220908,"MANSFIELD ISD",11,220,"TARRANT COUNTY",929,275,0,63,304,100,87,0,103,-999,44,99,64,0
"STATE","CAMPUS","2022-2023",101912104,"ALMEDA EL","ELEMENTARY",101912,"HOUSTON ISD",04,101,"HARRIS COUNTY",800,542,282,19,748,395,57,0,18,-999,0,14,68,800
"STATE","CAMPUS","2022-2023",235902101,"ALOE EL","ELEMENTARY",235902,"VICTORIA ISD",03,235,"VICTORIA COUNTY",426,179,0,41,297,24,22,-999,39,-999,15,36,59,426
"STATE","CAMPUS","2022-2023",015905106,"ALONSO S PERALES EL","ELEMENTARY",015905,"EDGEWOOD ISD",20,015,"BEXAR COUNTY",353,270,0,13,329,-999,0,0,-999,-999,0,11,34,353
"STATE","CAMPUS","2022-2023",170906012,"ALPHA","HIGH SCHOOL",170906,"MAGNOLIA ISD",06,170,"MONTGOMERY COUNTY","<60",-999,0,-999,-999,-999,-999,0,0,-999,-999,-999,-999,-999
"STATE","CAMPUS","2022-2023",022901101,"ALPINE EL","ELEMENTARY",022901,"ALPINE ISD",18,022,"BREWSTER COUNTY",377,139,0,-999,176,31,26,0,13,-999,0,-999,55,377
"STATE","CAMPUS","2022-2023",022901001,"ALPINE H S","HIGH SCHOOL",022901,"ALPINE ISD",18,022,"BREWSTER COUNTY",308,111,0,-999,165,15,-999,0,-999,-999,0,19,45,308
"STATE","CAMPUS","2022-2023",022901041,"ALPINE MIDDLE","MIDDLE SCHOOL",022901,"ALPINE ISD",18,022,"BREWSTER COUNTY",269,116,0,-999,157,23,-999,0,-999,-999,0,-999,32,269
"STATE","CAMPUS","2022-2023",226903101,"ALTA LOMA EL","ELEMENTARY",226903,"SAN ANGELO ISD",15,226,"TOM GREEN COUNTY",278,139,0,-999,234,-999,-999,0,-999,-999,-999,-999,65,278
"STATE","CAMPUS","2022-2023",161914101,"ALTA VISTA EL","ELEMENTARY",161914,"WACO ISD",12,161,"MCLENNAN COUNTY",545,423,65,35,487,149,66,18,52,14,-999,34,56,545
"STATE","CAMPUS","2022-2023",220918003,"ALTER DISCIPLINE CAMPUS","ELEMENTARY / SECONDARY",220918,"EAGLE MT-SAGINAW ISD",11,220,"TARRANT COUNTY","<80",-999,0,-999,-999,-999,-999,0,0,-999,-999,-999,12,0
"STATE","CAMPUS","2022-2023",068901004,"ALTER ED CTR","ELEMENTARY / SECONDARY",068901,"ECTOR COUNTY ISD",18,068,"ECTOR COUNTY",129,127,0,-999,102,14,10,0,-999,-999,-999,-999,22,-999
"STATE","CAMPUS","2022-2023",015910012,"ALTER H S","HIGH SCHOOL",015910,"NORTH EAST ISD",20,015,"BEXAR COUNTY",110,110,0,-999,101,14,-999,-999,-999,-999,-999,20,23,-999
"STATE","CAMPUS","2022-2023",105906002,"ALTER IMPACT CTR","ELEMENTARY / SECONDARY",105906,"HAYS CISD",13,105,"HAYS COUNTY",83,79,0,-999,46,20,20,0,-999,-999,-999,11,13,-999
"STATE","CAMPUS","2022-2023",015910053,"ALTER MIDDLE","MIDDLE SCHOOL",015910,"NORTH EAST ISD",20,015,"BEXAR COUNTY",66,66,0,-999,60,-999,-999,0,-999,-999,-999,10,20,-999
"STATE","CAMPUS","2022-2023",123908002,"ALTER SCH","HIGH SCHOOL",123908,"PORT NECHES-GROVES ISD",05,123,"JEFFERSON COUNTY","<10",-999,0,0,-999,0,0,0,0,0,0,0,-999,0
"STATE","CAMPUS","2022-2023",250906002,"ALTER SCHOOL","HIGH SCHOOL",250906,"ALBA-GOLDEN ISD",07,250,"WOOD COUNTY","<10",-999,0,-999,-999,0,0,0,0,-999,0,-999,-999,-999
"STATE","CAMPUS","2022-2023",015905042,"ALTERNATIVE CENTER","ELEMENTARY / SECONDARY",015905,"EDGEWOOD ISD",20,015,"BEXAR COUNTY","<20",-999,0,0,-999,-999,-999,0,0,0,0,0,-999,-999
"STATE","CAMPUS","2022-2023",015910160,"ALTERNATIVE EL","ELEMENTARY",015910,"NORTH EAST ISD",20,015,"BEXAR COUNTY","<10",-999,-999,0,-999,0,0,0,0,0,-999,-999,-999,0
"STATE","CAMPUS","2022-2023",015915172,"ALTERNATIVE EL","ELEMENTARY",015915,"NORTHSIDE ISD",20,015,"BEXAR COUNTY","<10",-999,0,-999,-999,0,0,0,0,0,-999,-999,0,0
"STATE","CAMPUS","2022-2023",015915008,"ALTERNATIVE H S","HIGH SCHOOL",015915,"NORTHSIDE ISD",20,015,"BEXAR COUNTY",158,158,0,-999,109,16,14,-999,-999,-999,-999,21,31,0
"STATE","CAMPUS","2022-2023",079901004,"ALTERNATIVE LEARNING CENTER","ELEMENTARY / SECONDARY",079901,"LAMAR CISD",04,079,"FORT BEND COUNTY",120,120,0,12,91,26,23,-999,0,-999,0,14,35,0
"STATE","CAMPUS","2022-2023",227901012,"ALTERNATIVE LEARNING CENTER","ELEMENTARY / SECONDARY",227901,"AUSTIN ISD",13,227,"TRAVIS COUNTY",114,103,0,12,89,33,12,0,-999,-999,0,20,40,0
"STATE","CAMPUS","2022-2023",015915062,"ALTERNATIVE MIDDLE","MIDDLE SCHOOL",015915,"NORTHSIDE ISD",20,015,"BEXAR COUNTY",86,86,-999,-999,67,-999,-999,0,-999,0,-999,10,18,0
"STATE","CAMPUS","2022-2023",015908039,"ALTERNATIVE SCHOOL","ELEMENTARY / SECONDARY",015908,"SOUTH SAN ANTONIO ISD",20,015,"BEXAR COUNTY","<60",-999,0,-999,-999,10,10,0,-999,0,0,-999,-999,-999
"STATE","CAMPUS","2022-2023",036902005,"ALTERNATIVE SCHOOL","HIGH SCHOOL",036902,"BARBERS HILL ISD",04,036,"CHAMBERS COUNTY",30,30,0,-999,15,-999,-999,0,0,0,-999,-999,10,0
"STATE","CAMPUS","2022-2023",247906002,"ALTERNATIVE SCHOOL","HIGH SCHOOL",247906,"STOCKDALE ISD",20,247,"WILSON COUNTY","<10",-999,0,0,0,0,0,0,0,0,0,0,0,0
"STATE","CAMPUS","2022-2023",214901110,"ALTO BONITO EL","ELEMENTARY",214901,"RIO GRANDE CITY GRULLA ISD",01,214,"STARR COUNTY",573,486,569,-999,572,475,0,0,17,0,0,-999,36,573
"STATE","CAMPUS","2022-2023",037901101,"ALTO EL","ELEMENTARY",037901,"ALTO ISD",07,037,"CHEROKEE COUNTY",208,67,0,-999,154,45,40,-999,-999,-999,13,-999,28,208
"STATE","CAMPUS","2022-2023",037901001,"ALTO H S","HIGH SCHOOL",037901,"ALTO ISD",07,037,"CHEROKEE COUNTY",161,97,0,-999,125,24,22,-999,14,-999,-999,-999,34,161
"STATE","CAMPUS","2022-2023",037901041,"ALTO MIDDLE","MIDDLE SCHOOL",037901,"ALTO ISD",07,037,"CHEROKEE COUNTY",167,95,0,14,139,41,40,0,-999,-999,-999,25,38,167
"STATE","CAMPUS","2022-2023",021902117,"ALTON BOWEN EL","ELEMENTARY",021902,"BRYAN ISD",06,021,"BRAZOS COUNTY",343,198,0,12,224,13,-999,0,15,-999,31,20,52,343
"STATE","CAMPUS","2022-2023",043901102,"ALTON BOYD EL","ELEMENTARY",043901,"ALLEN ISD",10,043,"COLLIN COUNTY",572,384,199,41,395,256,26,-999,25,-999,20,-999,113,569
"STATE","CAMPUS","2022-2023",108908107,"ALTON EL","ELEMENTARY",108908,"MISSION CISD",01,108,"HIDALGO COUNTY",390,375,125,16,370,142,14,-999,-999,-999,-999,-999,55,390
"STATE","CAMPUS","2022-2023",239901101,"ALTON EL","ELEMENTARY",239901,"BRENHAM ISD",06,239,"WASHINGTON COUNTY",467,177,-999,38,282,41,37,-999,47,-999,16,29,79,467
"STATE","CAMPUS","2022-2023",108908043,"ALTON MEMORIAL J H","MIDDLE SCHOOL",108908,"MISSION CISD",01,108,"HIDALGO COUNTY",819,556,0,43,746,451,447,-999,110,0,-999,78,83,819
"STATE","CAMPUS","2022-2023",126901102,"ALVARADO EL-NORTH","ELEMENTARY",126901,"ALVARADO ISD",11,126,"JOHNSON COUNTY",288,-999,0,-999,-999,-999,18,-999,-999,-999,0,-999,39,288
"STATE","CAMPUS","2022-2023",126901101,"ALVARADO EL-SOUTH","ELEMENTARY",126901,"ALVARADO ISD",11,126,"JOHNSON COUNTY",366,133,99,-999,264,113,-999,-999,13,-999,0,-999,28,366
"STATE","CAMPUS","2022-2023",126901001,"ALVARADO H S","HIGH SCHOOL",126901,"ALVARADO ISD",11,126,"JOHNSON COUNTY",1172,610,0,42,736,220,137,0,99,14,-999,109,84,0
"STATE","CAMPUS","2022-2023",126901104,"ALVARADO INT","ELEMENTARY",126901,"ALVARADO ISD",11,126,"JOHNSON COUNTY",799,389,54,42,586,234,49,-999,59,-999,-999,83,118,799
"STATE","CAMPUS","2022-2023",126901041,"ALVARADO J H","MIDDLE SCHOOL",126901,"ALVARADO ISD",11,126,"JOHNSON COUNTY",845,387,0,50,565,218,212,-999,65,12,-999,95,80,845
"STATE","CAMPUS","2022-2023",108906101,"ALVAREZ EL","ELEMENTARY",108906,"MCALLEN ISD",01,108,"HIDALGO COUNTY",461,355,224,37,443,251,0,-999,-999,-999,0,31,62,461
"STATE","CAMPUS","2022-2023",020901101,"ALVIN EL","ELEMENTARY",020901,"ALVIN ISD",04,020,"BRAZORIA COUNTY",707,471,259,37,547,290,30,-999,24,13,-999,31,132,707
"STATE","CAMPUS","2022-2023",020901001,"ALVIN H S","HIGH SCHOOL",020901,"ALVIN ISD",04,020,"BRAZORIA COUNTY",2821,1459,0,224,1823,439,435,-999,200,44,-999,328,403,44
"STATE","CAMPUS","2022-2023",020901041,"ALVIN J H","MIDDLE SCHOOL",020901,"ALVIN ISD",04,020,"BRAZORIA COUNTY",769,423,-999,49,530,183,179,16,46,-999,-999,74,137,769
"STATE","CAMPUS","2022-2023",212905010,"ALVIN V ANDERSON RISE ACADEMY","HIGH SCHOOL",212905,"TYLER ISD",07,212,"SMITH COUNTY",93,93,0,-999,75,15,12,-999,-999,-999,-999,18,-999,93
"STATE","CAMPUS","2022-2023",043901105,"ALVIS C STORY EL","ELEMENTARY",043901,"ALLEN ISD",10,043,"COLLIN COUNTY",435,174,0,61,124,55,37,-999,45,0,29,42,92,0
"STATE","CAMPUS","2022-2023",249901101,"ALVORD EL","ELEMENTARY",249901,"ALVORD ISD",11,249,"WISE COUNTY",395,147,0,36,161,24,24,-999,21,-999,-999,33,62,372
"STATE","CAMPUS","2022-2023",249901001,"ALVORD H S","HIGH SCHOOL",249901,"ALVORD ISD",11,249,"WISE COUNTY",236,96,0,29,72,-999,-999,0,36,-999,-999,42,38,0
"STATE","CAMPUS","2022-2023",249901041,"ALVORD MIDDLE","MIDDLE SCHOOL",249901,"ALVORD ISD",11,249,"WISE COUNTY",190,68,0,22,65,-999,-999,0,28,-999,-999,31,33,0
"STATE","CAMPUS","2022-2023",031912005,"AMADOR R RODRIGUEZ JUVENILE BOOT CAMP","HIGH SCHOOL",031912,"SAN BENITO CISD",01,031,"CAMERON COUNTY","<20",-999,0,0,-999,-999,-999,0,0,0,0,-999,-999,0
"STATE","CAMPUS","2022-2023",108909118,"AMANDA GARZA-PENA EL","ELEMENTARY",108909,"PHARR-SAN JUAN-ALAMO ISD",01,108,"HIDALGO COUNTY",595,536,290,-999,561,305,0,-999,28,-999,-999,13,58,595
"STATE","CAMPUS","2022-2023",199901103,"AMANDA ROCHELL EL","ELEMENTARY",199901,"ROCKWALL ISD",10,199,"ROCKWALL COUNTY",408,111,0,46,265,72,49,-999,20,0,-999,29,88,408
"STATE","CAMPUS","2022-2023",188901003,"AMARILLO AREA CTR FOR ADVANCED LRN","HIGH SCHOOL",188901,"AMARILLO ISD",16,188,"POTTER COUNTY","<10",0,0,0,-999,0,0,0,0,0,0,0,0,0
"STATE","CAMPUS","2022-2023",221801011,"AMARILLO COLLEGIATE ACADEMY","ELEMENTARY / SECONDARY",221801,"TEXAS COLLEGE PREPARATORY ACADEMIES",14,221,"TAYLOR COUNTY",472,57,0,17,139,-999,-999,0,0,-999,-999,32,31,0
"STATE","CAMPUS","2022-2023",188901001,"AMARILLO H S","HIGH SCHOOL",188901,"AMARILLO ISD",16,188,"POTTER COUNTY",2170,763,0,145,736,37,36,0,278,38,13,215,229,38
"STATE","CAMPUS","2022-2023",084804101,"AMBASSADORS PREPARATORY ACADEMY","ELEMENTARY",084804,"AMBASSADORS PREPARATORY ACADEMY",04,084,"GALVESTON COUNTY",170,-999,0,-999,151,0,0,0,-999,0,0,-999,-999,170
"STATE","CAMPUS","2022-2023",123910101,"AMELIA EL","ELEMENTARY",123910,"BEAUMONT ISD",05,123,"JEFFERSON COUNTY",544,322,0,-999,456,43,41,16,31,15,12,18,62,544
"STATE","CAMPUS","2022-2023",071909004,"AMERICAS H S","HIGH SCHOOL",071909,"SOCORRO ISD",19,071,"EL PASO COUNTY",2352,1195,-999,-999,1602,564,510,0,204,-999,213,133,258,2352
"STATE","CAMPUS","2022-2023",140901001,"AMHERST SCHOOL","ELEMENTARY / SECONDARY",140901,"AMHERST ISD",17,140,"LAMB COUNTY",120,90,0,-999,104,69,69,0,-999,0,-999,-999,17,120
"STATE","CAMPUS","2022-2023",101819001,"AMIGOS POR VIDA-FRIENDS FOR LIFE CHARTER SCHOOL","ELEMENTARY",101819,"AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHTR SCH",04,101,"HARRIS COUNTY",391,350,79,-999,387,348,13,0,0,0,0,-999,29,391
"STATE","CAMPUS","2022-2023",220901124,"AMOS EL","ELEMENTARY",220901,"ARLINGTON ISD",11,220,"TARRANT COUNTY",381,255,0,12,338,150,149,-999,28,-999,-999,14,45,381
"STATE","CAMPUS","2022-2023",240903114,"AMPARO GUTIERREZ EL","ELEMENTARY",240903,"UNITED ISD",01,240,"WEBB COUNTY",428,275,151,38,350,179,-999,0,31,-999,13,33,87,428
"STATE","CAMPUS","2022-2023",199901106,"AMY PARKS-HEATH EL","ELEMENTARY",199901,"ROCKWALL ISD",10,199,"ROCKWALL COUNTY",729,150,0,71,60,21,18,-999,58,0,33,76,102,0
"STATE","CAMPUS","2022-2023",036901101,"ANAHUAC EL","ELEMENTARY",036901,"ANAHUAC ISD",04,036,"CHAMBERS COUNTY",713,258,0,62,455,78,57,0,23,-999,46,49,139,713
"STATE","CAMPUS","2022-2023",036901001,"ANAHUAC H S","HIGH SCHOOL",036901,"ANAHUAC ISD",04,036,"CHAMBERS COUNTY",454,95,0,21,265,22,22,0,41,-999,24,47,43,0
"STATE","CAMPUS","2022-2023",036901041,"ANAHUAC MIDDLE","MIDDLE SCHOOL",036901,"ANAHUAC ISD",04,036,"CHAMBERS COUNTY",326,71,0,21,200,16,16,0,24,-999,21,29,40,326
"STATE","CAMPUS","2022-2023",101902101,"ANDERSON ACADEMY","ELEMENTARY",101902,"ALDINE ISD",04,101,"HARRIS COUNTY",677,615,44,34,636,182,-999,13,19,-999,-999,35,58,677
"STATE","CAMPUS","2022-2023",003903120,"ANDERSON EL","ELEMENTARY",003903,"LUFKIN ISD",07,003,"ANGELINA COUNTY",243,161,0,52,218,33,27,0,0,-999,-999,41,57,243
"STATE","CAMPUS","2022-2023",043905105,"ANDERSON EL","ELEMENTARY",043905,"FRISCO ISD",10,043,"COLLIN COUNTY",773,193,0,15,103,159,26,0,59,-999,0,13,65,-999
"STATE","CAMPUS","2022-2023",101912105,"ANDERSON EL","ELEMENTARY",101912,"HOUSTON ISD",04,101,"HARRIS COUNTY",642,370,171,-999,626,276,19,0,15,0,0,-999,36,642
"STATE","CAMPUS","2022-2023",101919109,"ANDERSON EL","ELEMENTARY",101919,"SPRING ISD",04,101,"HARRIS COUNTY",501,277,92,-999,407,138,19,-999,31,-999,21,18,68,500
"STATE","CAMPUS","2022-2023",170902101,"ANDERSON EL","ELEMENTARY",170902,"CONROE ISD",06,170,"MONTGOMERY COUNTY",744,496,401,24,619,355,12,0,-999,13,-999,31,98,744
"STATE","CAMPUS","2022-2023",220901160,"ANDERSON EL","ELEMENTARY",220901,"ARLINGTON ISD",11,220,"TARRANT COUNTY",412,342,163,0,395,272,55,0,22,-999,0,-999,72,412
"STATE","CAMPUS","2022-2023",227901009,"ANDERSON H S","HIGH SCHOOL",227901,"AUSTIN ISD",13,227,"TRAVIS COUNTY",2210,746,0,178,540,195,183,-999,411,13,-999,423,221,13
"STATE","CAMPUS","2022-2023",246909109,"ANDERSON MILL EL","ELEMENTARY",246909,"ROUND ROCK ISD",13,246,"WILLIAMSON COUNTY",455,289,170,14,262,179,41,0,43,21,-999,14,37,455
"STATE","CAMPUS","2022-2023",093901101,"ANDERSON-SHIRO EL","ELEMENTARY",093901,"ANDERSON-SHIRO CISD",06,093,"GRIMES COUNTY",460,138,0,59,211,18,18,0,21,-999,-999,41,61,460
"STATE","CAMPUS","2022-2023",093901001,"ANDERSON-SHIRO JR/SR H S","ELEMENTARY / SECONDARY",093901,"ANDERSON-SHIRO CISD",06,093,"GRIMES COUNTY",474,80,0,51,189,17,17,0,36,-999,-999,43,78,474
"STATE","CAMPUS","2022-2023",101907146,"ANDRE EL","ELEMENTARY",101907,"CYPRESS-FAIRBANKS ISD",04,101,"HARRIS COUNTY",988,567,95,26,587,261,87,0,28,-999,45,27,153,988
"STATE","CAMPUS","2022-2023",071902001,"ANDRESS H S","HIGH SCHOOL",071902,"EL PASO ISD",19,071,"EL PASO COUNTY",1530,1063,0,43,1274,304,253,-999,132,22,60,130,190,1530
"STATE","CAMPUS","2022-2023",057910045,"ANDREW JACKSON MIDDLE","MIDDLE SCHOOL",057910,"GRAND PRAIRIE ISD",10,057,"DALLAS COUNTY",928,694,0,93,767,294,244,-999,38,29,-999,119,110,928
"STATE","CAMPUS","2022-2023",002901002,"ANDREWS EDUCATION CENTER","HIGH SCHOOL",002901,"ANDREWS ISD",18,002,"ANDREWS COUNTY",50,50,0,-999,34,-999,-999,0,0,-999,0,-999,-999,0
"STATE","CAMPUS","2022-2023",043910140,"ANDREWS EL","ELEMENTARY",043910,"PLANO ISD",10,043,"COLLIN COUNTY",470,160,0,11,57,139,135,0,108,-999,0,12,56,0
"STATE","CAMPUS","2022-2023",205902104,"ANDREWS EL","ELEMENTARY",205902,"GREGORY-PORTLAND ISD",02,205,"SAN PATRICIO COUNTY",636,270,87,44,408,97,12,-999,24,0,31,31,89,636
"STATE","CAMPUS","2022-2023",227901102,"ANDREWS EL","ELEMENTARY",227901,"AUSTIN ISD",13,227,"TRAVIS COUNTY",343,287,169,-999,330,266,52,0,23,11,-999,11,39,343
"STATE","CAMPUS","2022-2023",002901001,"ANDREWS H S","HIGH SCHOOL",002901,"ANDREWS ISD",18,002,"ANDREWS COUNTY",1161,494,0,102,459,-999,87,-999,99,-999,31,111,143,1161
"STATE","CAMPUS","2022-2023",002901041,"ANDREWS MIDDLE","MIDDLE SCHOOL",002901,"ANDREWS ISD",18,002,"ANDREWS COUNTY",920,522,0,136,455,127,116,13,103,12,27,132,124,920
"STATE","CAMPUS","2022-2023",101919003,"ANDY DEKANEY H S","HIGH SCHOOL",101919,"SPRING ISD",04,101,"HARRIS COUNTY",2401,1663,0,44,1969,756,513,-999,82,16,85,82,246,14
"STATE","CAMPUS","2022-2023",031912117,"ANGELA GERUSA LEAL EL","ELEMENTARY",031912,"SAN BENITO CISD",01,031,"CAMERON COUNTY",384,306,286,19,361,224,0,0,-999,-999,-999,-999,40,382
"STATE","CAMPUS","2022-2023",020902001,"ANGLETON H S","HIGH SCHOOL",020902,"ANGLETON ISD",04,020,"BRAZORIA COUNTY",2066,1341,0,138,1386,264,259,-999,96,31,98,312,231,0
"STATE","CAMPUS","2022-2023",020902044,"ANGLETON J H SCHOOL","MIDDLE SCHOOL",020902,"ANGLETON ISD",04,020,"BRAZORIA COUNTY",1561,896,0,144,1066,272,254,-999,107,17,58,257,238,1561
"STATE","CAMPUS","2022-2023",199902104,"ANITA SCOTT EL","ELEMENTARY",199902,"ROYSE CITY ISD",10,199,"ROCKWALL COUNTY",712,406,41,62,336,101,52,-999,27,0,102,35,136,712
"STATE","CAMPUS","2022-2023",126902110,"ANN BROCK EL AT OAK GROVE","ELEMENTARY",126902,"BURLESON ISD",11,126,"JOHNSON COUNTY",643,210,-999,21,398,65,61,-999,25,-999,73,17,75,643
"STATE","CAMPUS","2022-2023",071904041,"ANN M GARCIA-ENRIQUEZ MIDDLE","JUNIOR HIGH SCHOOL",071904,"SAN ELIZARIO ISD",19,071,"EL PASO COUNTY",496,441,0,-999,454,350,274,0,44,-999,12,34,82,496
"STATE","CAMPUS","2022-2023",108912045,"ANN RICHARDS MIDDLE","MIDDLE SCHOOL",108912,"LA JOYA ISD",01,108,"HIDALGO COUNTY",729,604,0,47,699,494,483,0,96,31,-999,50,97,729
"STATE","CAMPUS","2022-2023",057905353,"ANN RICHARDS STEAM ACADEMY","MIDDLE SCHOOL",057905,"DALLAS ISD",10,057,"DALLAS COUNTY",1174,848,0,105,1103,495,430,-999,231,17,-999,68,181,1174
"STATE","CAMPUS","2022-2023",097902102,"ANN WHITNEY EL","ELEMENTARY",097902,"HAMILTON ISD",12,097,"HAMILTON COUNTY",397,189,0,53,237,37,37,0,14,32,0,53,48,396
"STATE","CAMPUS","2022-2023",043902001,"ANNA H S","HIGH SCHOOL",043902,"ANNA ISD",10,043,"COLLIN COUNTY",1405,801,0,105,733,149,100,-999,65,-999,80,242,159,0
"STATE","CAMPUS","2022-2023",043902005,"ANNA ISD DAEP","ELEMENTARY / SECONDARY",043902,"ANNA ISD",10,043,"COLLIN COUNTY","<20",-999,0,-999,-999,-999,-999,0,0,-999,0,-999,-999,0
"STATE","CAMPUS","2022-2023",220908120,"ANNA MAY DAULTON EL","ELEMENTARY",220908,"MANSFIELD ISD",11,220,"TARRANT COUNTY",673,203,-999,29,158,97,91,-999,31,0,44,29,75,0
"STATE","CAMPUS","2022-2023",043902041,"ANNA MIDDLE","MIDDLE SCHOOL",043902,"ANNA ISD",10,043,"COLLIN COUNTY",1089,522,0,136,551,147,97,-999,63,-999,61,191,156,0
"STATE","CAMPUS","2022-2023",057905280,"ANNE FRANK EL","ELEMENTARY",057905,"DALLAS ISD",10,057,"DALLAS COUNTY",1088,683,512,39,897,612,89,0,143,24,-999,29,118,1088
"STATE","CAMPUS","2022-2023",015808009,"ANNE FRANK INSPIRE ACADEMY","ELEMENTARY / SECONDARY",015808,"INSPIRE ACADEMIES",20,015,"BEXAR COUNTY",561,154,0,49,242,11,10,-999,0,0,-999,61,90,561
"STATE","CAMPUS","2022-2023",108904126,"ANNE L MAGEE EL","ELEMENTARY",108904,"EDINBURG CISD",01,108,"HIDALGO COUNTY",450,297,190,-999,350,196,-999,0,12,-999,13,-999,39,450
"STATE","CAMPUS","2022-2023",079907152,"ANNE MCCORMICK SULLIVAN EL","ELEMENTARY",079907,"FORT BEND ISD",04,079,"FORT BEND COUNTY",1218,356,0,21,171,246,234,-999,201,0,20,17,109,0
"STATE","CAMPUS","2022-2023",184907106,"ANNETTA EL","ELEMENTARY",184907,"ALEDO ISD",11,184,"PARKER COUNTY",784,154,0,77,157,27,27,0,55,-999,67,70,104,784
"STATE","CAMPUS","2022-2023",220908124,"ANNETTE PERRY EL","ELEMENTARY",220908,"MANSFIELD ISD",11,220,"TARRANT COUNTY",522,250,-999,21,248,142,138,0,21,0,51,27,57,522
"STATE","CAMPUS","2022-2023",246904101,"ANNIE PURL EL","ELEMENTARY",246904,"GEORGETOWN ISD",13,246,"WILLIAMSON COUNTY",557,334,271,60,419,219,30,-999,39,-999,29,29,117,557
"STATE","CAMPUS","2022-2023",225902102,"ANNIE SIMS EL","ELEMENTARY",225902,"MOUNT PLEASANT ISD",08,225,"TITUS COUNTY",493,389,148,55,376,218,46,-999,15,-999,-999,51,84,492
"STATE","CAMPUS","2022-2023",057905110,"ANNIE WEBB BLANTON EL","ELEMENTARY",057905,"DALLAS ISD",10,057,"DALLAS COUNTY",663,486,404,24,632,453,-999,0,68,16,0,21,92,663
"STATE","CAMPUS","2022-2023",127901101,"ANSON EL","ELEMENTARY",127901,"ANSON ISD",14,127,"JONES COUNTY",368,234,0,19,250,13,-999,-999,17,44,-999,-999,54,368
"STATE","CAMPUS","2022-2023",127901001,"ANSON H S","HIGH SCHOOL",127901,"ANSON ISD",14,127,"JONES COUNTY",217,115,0,17,110,-999,-999,0,24,29,10,20,27,217
"STATE","CAMPUS","2022-2023",021902115,"ANSON JONES EL","ELEMENTARY",021902,"BRYAN ISD",06,021,"BRAZOS COUNTY",559,461,247,13,536,316,20,0,13,23,-999,13,98,559
"STATE","CAMPUS","2022-2023",057905164,"ANSON JONES EL","ELEMENTARY",057905,"DALLAS ISD",10,057,"DALLAS COUNTY",497,359,254,16,482,326,0,-999,43,-999,0,15,66,497
